# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sun May 26 19:57:28 2024
#
# User preference: *
#
# COLUMN hostname:       Host Name
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_lum:         Stellar Luminosity [log(Solar)]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_bmag:        B (Johnson) Magnitude
# COLUMN sy_vmag:        V (Johnson) Magnitude
#
hostname,st_spectype,st_teff,st_rad,st_lum,sy_dist,sy_bmag,sy_vmag
Kepler-15,,5514.00,0.98,,739.4120000,14.6620000,13.8100000
Kepler-15,,5786.00,1.09,,739.4120000,14.6620000,13.8100000
Kepler-15,,,,,739.4120000,14.6620000,13.8100000
Kepler-15,,5786.00,1.09,,739.4120000,14.6620000,13.8100000
Kepler-15,,5786.00,1.09,,739.4120000,14.6620000,13.8100000
Kepler-150,,5862.00,0.93,,891.0920000,16.0460000,15.1610000
Kepler-150,,5559.00,0.91,,891.0920000,16.0460000,15.1610000
Kepler-150,,5559.00,0.91,,891.0920000,16.0460000,15.1610000
Kepler-150,,5855.00,0.94,,891.0920000,16.0460000,15.1610000
Kepler-150,,5855.00,0.94,,891.0920000,16.0460000,15.1610000
Kepler-150,,5559.00,0.91,,891.0920000,16.0460000,15.1610000
Kepler-150,,5862.00,0.93,,891.0920000,16.0460000,15.1610000
Kepler-150,,,,,891.0920000,16.0460000,15.1610000
Kepler-150,,5589.00,0.91,,891.0920000,16.0460000,15.1610000
Kepler-150,,,,,891.0920000,16.0460000,15.1610000
Kepler-150,,5862.00,0.93,,891.0920000,16.0460000,15.1610000
Kepler-150,,5631.00,0.87,,891.0920000,16.0460000,15.1610000
Kepler-150,,5528.00,0.91,-0.161,891.0920000,16.0460000,15.1610000
Kepler-150,,,,,891.0920000,16.0460000,15.1610000
Kepler-150,,5559.00,0.91,,891.0920000,16.0460000,15.1610000
Kepler-150,,5631.00,0.87,,891.0920000,16.0460000,15.1610000
Kepler-150,,5855.00,0.94,,891.0920000,16.0460000,15.1610000
Kepler-150,,5862.00,0.93,,891.0920000,16.0460000,15.1610000
Kepler-150,,5560.00,0.94,,891.0920000,16.0460000,15.1610000
Kepler-150,,,,,891.0920000,16.0460000,15.1610000
Kepler-150,,5588.00,0.88,,891.0920000,16.0460000,15.1610000
Kepler-150,,,,,891.0920000,16.0460000,15.1610000
Kepler-150,,5862.00,0.93,,891.0920000,16.0460000,15.1610000
Kepler-150,,5374.67,0.94,-0.180,891.0920000,16.0460000,15.1610000
Kepler-150,,5559.00,0.91,,891.0920000,16.0460000,15.1610000
Kepler-150,,5862.00,0.93,,891.0920000,16.0460000,15.1610000
Kepler-150,,5862.00,0.93,,891.0920000,16.0460000,15.1610000
Kepler-150,,5855.00,0.94,,891.0920000,16.0460000,15.1610000
Kepler-150,,5862.00,0.93,,891.0920000,16.0460000,15.1610000
Kepler-150,,5631.00,0.96,,891.0920000,16.0460000,15.1610000
Kepler-150,,5631.00,0.87,,891.0920000,16.0460000,15.1610000
Kepler-150,,5862.00,0.93,,891.0920000,16.0460000,15.1610000
Kepler-150,,5862.00,0.93,,891.0920000,16.0460000,15.1610000
Kepler-150,,5631.00,0.87,,891.0920000,16.0460000,15.1610000
Kepler-150,,5862.00,0.93,,891.0920000,16.0460000,15.1610000
Kepler-150,,5862.00,0.93,,891.0920000,16.0460000,15.1610000
Kepler-1500,,5923.00,1.30,0.275,1217.8200000,15.5130000,14.7280000
Kepler-1500,,6033.00,0.92,,1217.8200000,15.5130000,14.7280000
Kepler-1500,,6033.00,0.92,,1217.8200000,15.5130000,14.7280000
Kepler-1500,,6033.00,0.92,,1217.8200000,15.5130000,14.7280000
Kepler-1500,,5845.00,1.00,,1217.8200000,15.5130000,14.7280000
Kepler-1500,,5773.33,1.32,0.242,1217.8200000,15.5130000,14.7280000
Kepler-1500,,,,,1217.8200000,15.5130000,14.7280000
Kepler-1500,,5849.00,1.60,,1217.8200000,15.5130000,14.7280000
Kepler-1500,,,,,1217.8200000,15.5130000,14.7280000
Kepler-1500,,5848.00,1.39,,1217.8200000,15.5130000,14.7280000
Kepler-1500,,6033.00,0.92,,1217.8200000,15.5130000,14.7280000
Kepler-1500,,5810.00,1.04,,1217.8200000,15.5130000,14.7280000
Kepler-1500,,5849.00,1.60,,1217.8200000,15.5130000,14.7280000
Kepler-1500,,6033.00,0.92,,1217.8200000,15.5130000,14.7280000
Kepler-1500,,6033.00,0.92,,1217.8200000,15.5130000,14.7280000
Kepler-1501,,6065.00,1.06,,749.0600000,14.1400000,13.6830000
Kepler-1501,,,,,749.0600000,14.1400000,13.6830000
Kepler-1501,,6016.00,1.13,,749.0600000,14.1400000,13.6830000
Kepler-1501,,6229.00,1.30,,749.0600000,14.1400000,13.6830000
Kepler-1501,,6158.00,1.11,,749.0600000,14.1400000,13.6830000
Kepler-1501,,6425.00,1.19,,749.0600000,14.1400000,13.6830000
Kepler-1501,,6425.00,1.19,,749.0600000,14.1400000,13.6830000
Kepler-1501,,6045.50,1.12,0.176,749.0600000,14.1400000,13.6830000
Kepler-1501,,6213.00,1.09,0.202,749.0600000,14.1400000,13.6830000
Kepler-1501,,6425.00,1.19,,749.0600000,14.1400000,13.6830000
Kepler-1502,,6237.00,0.80,,1514.0200000,14.6880000,14.1800000
Kepler-1502,,6434.00,1.14,,1514.0200000,14.6880000,14.1800000
Kepler-1502,,,,,1514.0200000,14.6880000,14.1800000
Kepler-1502,,6666.00,1.72,,1514.0200000,14.6880000,14.1800000
Kepler-1502,,6739.00,1.72,0.742,1514.0200000,14.6880000,14.1800000
Kepler-1502,,6446.00,1.16,,1514.0200000,14.6880000,14.1800000
Kepler-1502,,6451.00,1.75,,1514.0200000,14.6880000,14.1800000
Kepler-1502,,6446.00,1.16,,1514.0200000,14.6880000,14.1800000
Kepler-1502,,6290.75,1.73,0.625,1514.0200000,14.6880000,14.1800000
Kepler-1502,,6446.00,1.16,,1514.0200000,14.6880000,14.1800000
Kepler-1503,,5069.00,0.74,,1225.5700000,16.6440000,15.8920000
Kepler-1503,,5334.00,0.71,,1225.5700000,16.6440000,15.8920000
Kepler-1503,,5335.00,1.05,,1225.5700000,16.6440000,15.8920000
Kepler-1503,,5334.00,0.71,,1225.5700000,16.6440000,15.8920000
Kepler-1503,,5334.00,0.71,,1225.5700000,16.6440000,15.8920000
Kepler-1503,,5340.00,0.70,,1225.5700000,16.6440000,15.8920000
Kepler-1503,,4946.68,1.10,-0.188,1225.5700000,16.6440000,15.8920000
Kepler-1503,,5122.00,0.68,,1225.5700000,16.6440000,15.8920000
Kepler-1503,,,,,1225.5700000,16.6440000,15.8920000
Kepler-1503,,4789.85,1.23,-0.144,1225.5700000,16.6440000,15.8920000
Kepler-1504,,5605.00,1.98,,2435.9400000,16.5720000,15.8830000
Kepler-1504,,5331.40,2.04,0.480,2435.9400000,16.5720000,15.8830000
Kepler-1504,,5528.00,0.90,,2435.9400000,16.5720000,15.8830000
Kepler-1504,,5393.00,0.81,,2435.9400000,16.5720000,15.8830000
Kepler-1504,,5751.00,0.85,,2435.9400000,16.5720000,15.8830000
Kepler-1504,,5507.61,1.88,0.468,2435.9400000,16.5720000,15.8830000
Kepler-1504,,5602.00,1.43,,2435.9400000,16.5720000,15.8830000
Kepler-1504,,5751.00,0.85,,2435.9400000,16.5720000,15.8830000
Kepler-1504,,5751.00,0.85,,2435.9400000,16.5720000,15.8830000
Kepler-1504,,,,,2435.9400000,16.5720000,15.8830000
Kepler-1505,,6008.00,1.06,,495.1480000,13.8760000,13.0430000
Kepler-1505,,5707.00,1.12,,495.1480000,13.8760000,13.0430000
Kepler-1505,,6008.00,1.06,,495.1480000,13.8760000,13.0430000
Kepler-1505,,5526.00,1.22,,495.1480000,13.8760000,13.0430000
Kepler-1505,,6008.00,1.06,,495.1480000,13.8760000,13.0430000
Kepler-1505,,5686.00,0.86,,495.1480000,13.8760000,13.0430000
Kepler-1505,,,,,495.1480000,13.8760000,13.0430000
Kepler-1505,,,,,495.1480000,13.8760000,13.0430000
Kepler-1505,,5566.75,1.22,0.110,495.1480000,13.8760000,13.0430000
Kepler-1505,,5595.29,1.26,0.149,495.1480000,13.8760000,13.0430000
Kepler-1505,,5627.00,0.83,,495.1480000,13.8760000,13.0430000
Kepler-1505,,6008.00,1.06,,495.1480000,13.8760000,13.0430000
Kepler-1506,,6063.00,1.00,,2366.0200000,16.4910000,15.8360000
Kepler-1506,,5627.00,1.72,0.426,2366.0200000,16.4910000,15.8360000
Kepler-1506,,6063.00,1.00,,2366.0200000,16.4910000,15.8360000
Kepler-1506,,6063.00,1.00,,2366.0200000,16.4910000,15.8360000
Kepler-1506,,6070.00,1.63,,2366.0200000,16.4910000,15.8360000
Kepler-1506,,,,,2366.0200000,16.4910000,15.8360000
Kepler-1506,,6063.00,1.00,,2366.0200000,16.4910000,15.8360000
Kepler-1506,,5676.00,0.93,,2366.0200000,16.4910000,15.8360000
Kepler-1506,,5805.00,0.85,,2366.0200000,16.4910000,15.8360000
Kepler-1506,,5434.00,1.89,0.446,2366.0200000,16.4910000,15.8360000
Kepler-1507,,5443.00,0.91,,320.4780000,14.2370000,13.2670000
Kepler-1507,,5306.80,0.81,-0.330,320.4780000,14.2370000,13.2670000
Kepler-1507,,5327.83,0.81,-0.324,320.4780000,14.2370000,13.2670000
Kepler-1507,,5410.00,0.85,,320.4780000,14.2370000,13.2670000
Kepler-1507,,5428.00,0.85,,320.4780000,14.2370000,13.2670000
Kepler-1507,,5443.00,0.91,,320.4780000,14.2370000,13.2670000
Kepler-1507,,,,,320.4780000,14.2370000,13.2670000
Kepler-1507,,5297.00,0.81,,320.4780000,14.2370000,13.2670000
Kepler-1507,,5247.00,1.18,,320.4780000,14.2370000,13.2670000
Kepler-1507,,5443.00,0.91,,320.4780000,14.2370000,13.2670000
Kepler-1508,,6024.00,1.70,0.537,1260.2800000,15.5980000,14.5610000
Kepler-1508,,,,,1260.2800000,15.5980000,14.5610000
Kepler-1508,,5746.00,0.92,,1260.2800000,15.5980000,14.5610000
Kepler-1508,,5746.00,0.92,,1260.2800000,15.5980000,14.5610000
Kepler-1508,,6158.00,1.22,,1260.2800000,15.5980000,14.5610000
Kepler-1508,,5250.00,1.89,0.389,1260.2800000,15.5980000,14.5610000
Kepler-1508,,5515.00,1.04,,1260.2800000,15.5980000,14.5610000
Kepler-1508,,5675.00,1.82,,1260.2800000,15.5980000,14.5610000
Kepler-1508,,5746.00,0.92,,1260.2800000,15.5980000,14.5610000
Kepler-1508,,5668.00,2.44,,1260.2800000,15.5980000,14.5610000
Kepler-1509,,5812.00,1.03,,2002.9600000,16.3140000,15.4550000
Kepler-1509,,,,,2002.9600000,16.3140000,15.4550000
Kepler-1509,,6077.00,1.03,,2002.9600000,16.3140000,15.4550000
Kepler-1509,,6077.00,1.03,,2002.9600000,16.3140000,15.4550000
Kepler-1509,,5806.00,1.16,,2002.9600000,16.3140000,15.4550000
Kepler-1509,,6077.00,1.03,,2002.9600000,16.3140000,15.4550000
Kepler-1509,,5806.00,1.16,,2002.9600000,16.3140000,15.4550000
Kepler-1509,,6077.00,1.03,,2002.9600000,16.3140000,15.4550000
Kepler-1509,,5832.00,1.55,0.399,2002.9600000,16.3140000,15.4550000
Kepler-1509,,5808.00,1.54,,2002.9600000,16.3140000,15.4550000
Kepler-1509,,6077.00,1.03,,2002.9600000,16.3140000,15.4550000
Kepler-1509,,6077.00,1.03,,2002.9600000,16.3140000,15.4550000
Kepler-1509,,5780.00,0.99,,2002.9600000,16.3140000,15.4550000
Kepler-1509,,5744.00,1.59,0.396,2002.9600000,16.3140000,15.4550000
Kepler-1509,,,,,2002.9600000,16.3140000,15.4550000
Kepler-151,,,,,649.9190000,15.6380000,14.9570000
Kepler-151,,5456.00,0.81,,649.9190000,15.6380000,14.9570000
Kepler-151,,5236.00,0.78,,649.9190000,15.6380000,14.9570000
Kepler-151,,5236.00,0.86,,649.9190000,15.6380000,14.9570000
Kepler-151,,5355.00,0.84,,649.9190000,15.6380000,14.9570000
Kepler-151,,5460.00,0.82,,649.9190000,15.6380000,14.9570000
Kepler-151,,5448.44,0.74,-0.362,649.9190000,15.6380000,14.9570000
Kepler-151,,5236.00,0.78,,649.9190000,15.6380000,14.9570000
Kepler-151,,5460.00,0.82,,649.9190000,15.6380000,14.9570000
Kepler-151,,5236.00,0.78,,649.9190000,15.6380000,14.9570000
Kepler-151,,5460.00,0.83,,649.9190000,15.6380000,14.9570000
Kepler-151,,5303.09,0.81,-0.334,649.9190000,15.6380000,14.9570000
Kepler-151,,5460.00,0.82,,649.9190000,15.6380000,14.9570000
Kepler-151,,5439.00,0.81,,649.9190000,15.6380000,14.9570000
Kepler-151,,5460.00,0.82,,649.9190000,15.6380000,14.9570000
Kepler-151,,5439.00,0.81,,649.9190000,15.6380000,14.9570000
Kepler-151,,5460.00,0.82,,649.9190000,15.6380000,14.9570000
Kepler-151,,5456.00,0.81,,649.9190000,15.6380000,14.9570000
Kepler-151,,5460.00,0.82,,649.9190000,15.6380000,14.9570000
Kepler-151,,,,,649.9190000,15.6380000,14.9570000
Kepler-151,,5460.00,0.82,,649.9190000,15.6380000,14.9570000
Kepler-1510,,6065.00,1.02,,1696.2500000,15.9240000,15.3150000
Kepler-1510,,5744.00,1.45,0.317,1696.2500000,15.9240000,15.3150000
Kepler-1510,,6083.00,1.38,,1696.2500000,15.9240000,15.3150000
Kepler-1510,,6286.00,1.13,,1696.2500000,15.9240000,15.3150000
Kepler-1510,,6286.00,1.13,,1696.2500000,15.9240000,15.3150000
Kepler-1510,,,,,1696.2500000,15.9240000,15.3150000
Kepler-1510,,6200.00,1.28,,1696.2500000,15.9240000,15.3150000
Kepler-1510,,6085.00,1.63,,1696.2500000,15.9240000,15.3150000
Kepler-1510,,6286.00,1.13,,1696.2500000,15.9240000,15.3150000
Kepler-1510,,6061.00,1.40,0.377,1696.2500000,15.9240000,15.3150000
Kepler-1511,,6602.00,1.69,,1475.6000000,14.0010000,13.5640000
Kepler-1511,,6602.00,1.69,,1475.6000000,14.0010000,13.5640000
Kepler-1511,,6602.00,1.69,,1475.6000000,14.0010000,13.5640000
Kepler-1511,,6064.00,1.29,,1475.6000000,14.0010000,13.5640000
Kepler-1511,,6602.00,1.69,,1475.6000000,14.0010000,13.5640000
Kepler-1511,,6602.00,1.69,,1475.6000000,14.0010000,13.5640000
Kepler-1511,,6602.00,1.69,,1475.6000000,14.0010000,13.5640000
Kepler-1511,,6602.00,1.69,,1475.6000000,14.0010000,13.5640000
Kepler-1511,,6619.00,2.02,,1475.6000000,14.0010000,13.5640000
Kepler-1511,,,,,1475.6000000,14.0010000,13.5640000
Kepler-1511,,6684.51,1.96,0.838,1475.6000000,14.0010000,13.5640000
Kepler-1511,,6602.00,1.69,,1475.6000000,14.0010000,13.5640000
Kepler-1511,,,,,1475.6000000,14.0010000,13.5640000
Kepler-1511,,6948.00,1.81,0.839,1475.6000000,14.0010000,13.5640000
Kepler-1512,,4480.67,1.14,-0.324,,14.7900000,13.4510000
Kepler-1512,,4623.00,0.70,,,14.7900000,13.4510000
Kepler-1512,,4372.00,0.67,,,14.7900000,13.4510000
Kepler-1512,,,,,,14.7900000,13.4510000
Kepler-1512,,3484.00,0.39,-1.695,,14.7900000,13.4510000
Kepler-1512,,4623.00,0.70,,,14.7900000,13.4510000
Kepler-1512,,4462.94,0.74,,,14.7900000,13.4510000
Kepler-1512,,4623.00,0.70,,,14.7900000,13.4510000
Kepler-1512,,3419.00,0.34,,,14.7900000,13.4510000
Kepler-1513,G V,5491.00,0.95,-0.129,349.2470000,14.0830000,13.0710000
Kepler-1513,,5617.00,0.97,,349.2470000,14.0830000,13.0710000
Kepler-1513,,5650.00,1.04,,349.2470000,14.0830000,13.0710000
Kepler-1513,,5650.00,1.04,,349.2470000,14.0830000,13.0710000
Kepler-1513,,5442.90,0.92,-0.170,349.2470000,14.0830000,13.0710000
Kepler-1513,,,,,349.2470000,14.0830000,13.0710000
Kepler-1513,,5469.00,0.90,,349.2470000,14.0830000,13.0710000
Kepler-1513,,5650.00,1.04,,349.2470000,14.0830000,13.0710000
Kepler-1513,,5650.00,1.04,,349.2470000,14.0830000,13.0710000
Kepler-1513,,5371.00,0.92,-0.199,349.2470000,14.0830000,13.0710000
Kepler-1514,,6382.00,2.27,,397.2920000,12.4820000,11.7660000
Kepler-1514,,6382.00,2.27,,397.2920000,12.4820000,11.7660000
Kepler-1514,,6382.00,2.27,,397.2920000,12.4820000,11.7660000
Kepler-1514,,6269.00,1.25,0.340,397.2920000,12.4820000,11.7660000
Kepler-1514,,6145.00,1.29,0.328,397.2920000,12.4820000,11.7660000
Kepler-1514,,6382.00,2.27,,397.2920000,12.4820000,11.7660000
Kepler-1514,,6259.00,1.17,,397.2920000,12.4820000,11.7660000
Kepler-1514,,6259.00,1.17,,397.2920000,12.4820000,11.7660000
Kepler-1514,,6181.58,1.37,0.391,397.2920000,12.4820000,11.7660000
Kepler-1514,,6194.00,1.27,,397.2920000,12.4820000,11.7660000
Kepler-1514,,,,,397.2920000,12.4820000,11.7660000
Kepler-1514,,6251.00,1.22,,397.2920000,12.4820000,11.7660000
Kepler-1514,,6382.00,2.27,,397.2920000,12.4820000,11.7660000
Kepler-1514,,,,,397.2920000,12.4820000,11.7660000
Kepler-1514,,6382.00,2.27,,397.2920000,12.4820000,11.7660000
Kepler-1515,,6517.00,1.38,,539.3210000,12.0310000,12.1000000
Kepler-1515,,6351.78,1.54,0.542,539.3210000,12.0310000,12.1000000
Kepler-1515,,6517.00,1.38,,539.3210000,12.0310000,12.1000000
Kepler-1515,,6447.86,1.54,0.566,539.3210000,12.0310000,12.1000000
Kepler-1515,,6471.00,1.36,,539.3210000,12.0310000,12.1000000
Kepler-1515,,6511.00,1.41,,539.3210000,12.0310000,12.1000000
Kepler-1515,,6517.00,1.38,,539.3210000,12.0310000,12.1000000
Kepler-1515,,,,,539.3210000,12.0310000,12.1000000
Kepler-1515,,6339.00,1.56,,539.3210000,12.0310000,12.1000000
Kepler-1515,,6291.00,1.30,,539.3210000,12.0310000,12.1000000
Kepler-1516,,5914.00,0.99,,1358.9500000,15.5090000,14.6500000
Kepler-1516,,5914.00,0.99,,1358.9500000,15.5090000,14.6500000
Kepler-1516,,5912.00,1.70,,1358.9500000,15.5090000,14.6500000
Kepler-1516,,,,,1358.9500000,15.5090000,14.6500000
Kepler-1516,,5753.00,1.68,0.446,1358.9500000,15.5090000,14.6500000
Kepler-1516,,5914.00,0.99,,1358.9500000,15.5090000,14.6500000
Kepler-1516,,5914.00,0.99,,1358.9500000,15.5090000,14.6500000
Kepler-1516,,5914.00,0.99,,1358.9500000,15.5090000,14.6500000
Kepler-1516,,,,,1358.9500000,15.5090000,14.6500000
Kepler-1516,,5904.00,1.07,,1358.9500000,15.5090000,14.6500000
Kepler-1516,,5377.00,1.85,0.410,1358.9500000,15.5090000,14.6500000
Kepler-1516,,5914.00,0.99,,1358.9500000,15.5090000,14.6500000
Kepler-1516,,5914.00,0.99,,1358.9500000,15.5090000,14.6500000
Kepler-1516,,5914.00,0.99,,1358.9500000,15.5090000,14.6500000
Kepler-1516,,5669.00,1.06,,1358.9500000,15.5090000,14.6500000
Kepler-1517,,6963.86,1.89,0.879,847.2990000,12.7120000,12.2280000
Kepler-1517,,7127.00,3.47,,847.2990000,12.7120000,12.2280000
Kepler-1517,,7358.00,4.04,,847.2990000,12.7120000,12.2280000
Kepler-1517,,,,,847.2990000,12.7120000,12.2280000
Kepler-1517,,7127.00,1.79,0.873,847.2990000,12.7120000,12.2280000
Kepler-1517,,7358.00,4.04,,847.2990000,12.7120000,12.2280000
Kepler-1517,,7358.00,4.04,,847.2990000,12.7120000,12.2280000
Kepler-1517,,7350.00,1.88,,847.2990000,12.7120000,12.2280000
Kepler-1517,,7010.00,1.95,,847.2990000,12.7120000,12.2280000
Kepler-1517,,6963.86,1.89,,847.2990000,12.7120000,12.2280000
Kepler-1517,,7358.00,4.04,,847.2990000,12.7120000,12.2280000
Kepler-1518,,6427.00,1.57,,903.5100000,13.8550000,13.3740000
Kepler-1518,,6432.00,1.34,,903.5100000,13.8550000,13.3740000
Kepler-1518,,,,,903.5100000,13.8550000,13.3740000
Kepler-1518,,6432.00,1.34,,903.5100000,13.8550000,13.3740000
Kepler-1518,,,,,903.5100000,13.8550000,13.3740000
Kepler-1518,,,,,903.5100000,13.8550000,13.3740000
Kepler-1518,,6432.00,1.34,,903.5100000,13.8550000,13.3740000
Kepler-1518,,6210.00,1.44,,903.5100000,13.8550000,13.3740000
Kepler-1518,,5496.57,1.97,0.504,903.5100000,13.8550000,13.3740000
Kepler-1518,,6432.00,1.34,,903.5100000,13.8550000,13.3740000
Kepler-1518,,6432.00,1.34,,903.5100000,13.8550000,13.3740000
Kepler-1518,,6856.98,1.57,0.691,903.5100000,13.8550000,13.3740000
Kepler-1518,,6432.00,1.34,,903.5100000,13.8550000,13.3740000
Kepler-1518,,6432.00,1.34,,903.5100000,13.8550000,13.3740000
Kepler-1518,,6432.00,1.34,,903.5100000,13.8550000,13.3740000
Kepler-1518,,6432.00,1.34,,903.5100000,13.8550000,13.3740000
Kepler-1518,,6432.00,1.34,,903.5100000,13.8550000,13.3740000
Kepler-1518,,6432.00,1.34,,903.5100000,13.8550000,13.3740000
Kepler-1518,,6432.00,1.34,,903.5100000,13.8550000,13.3740000
Kepler-1518,,6846.00,1.88,,903.5100000,13.8550000,13.3740000
Kepler-1518,,,,,903.5100000,13.8550000,13.3740000
Kepler-1518,,6432.00,1.34,,903.5100000,13.8550000,13.3740000
Kepler-1518,,6432.00,1.34,,903.5100000,13.8550000,13.3740000
Kepler-1519,,5631.00,1.53,0.326,1441.6300000,14.7450000,15.1240000
Kepler-1519,,,,,1441.6300000,14.7450000,15.1240000
Kepler-1519,,5758.00,1.39,,1441.6300000,14.7450000,15.1240000
Kepler-1519,,5669.00,0.93,,1441.6300000,14.7450000,15.1240000
Kepler-1519,,5644.00,0.91,,1441.6300000,14.7450000,15.1240000
Kepler-1519,,5750.00,1.53,,1441.6300000,14.7450000,15.1240000
Kepler-1519,,5911.00,0.89,,1441.6300000,14.7450000,15.1240000
Kepler-1519,,5345.33,1.69,0.322,1441.6300000,14.7450000,15.1240000
Kepler-1519,,5911.00,0.89,,1441.6300000,14.7450000,15.1240000
Kepler-1519,,5911.00,0.89,,1441.6300000,14.7450000,15.1240000
Kepler-152,,5050.00,0.76,-0.465,441.0900000,15.1110000,14.3790000
Kepler-152,,5262.00,0.76,,441.0900000,15.1110000,14.3790000
Kepler-152,,5262.00,0.76,,441.0900000,15.1110000,14.3790000
Kepler-152,,,,,441.0900000,15.1110000,14.3790000
Kepler-152,,5083.00,0.70,,441.0900000,15.1110000,14.3790000
Kepler-152,,,,,441.0900000,15.1110000,14.3790000
Kepler-152,,5262.00,0.76,,441.0900000,15.1110000,14.3790000
Kepler-152,,5176.00,0.74,,441.0900000,15.1110000,14.3790000
Kepler-152,,5249.00,0.73,,441.0900000,15.1110000,14.3790000
Kepler-152,,5249.00,0.73,,441.0900000,15.1110000,14.3790000
Kepler-152,,5030.15,0.75,-0.485,441.0900000,15.1110000,14.3790000
Kepler-152,,5176.00,0.74,,441.0900000,15.1110000,14.3790000
Kepler-152,,,,,441.0900000,15.1110000,14.3790000
Kepler-152,,5262.00,0.76,,441.0900000,15.1110000,14.3790000
Kepler-152,,5262.00,0.76,,441.0900000,15.1110000,14.3790000
Kepler-152,,5236.00,0.76,,441.0900000,15.1110000,14.3790000
Kepler-152,,5262.00,0.76,,441.0900000,15.1110000,14.3790000
Kepler-152,,5083.00,0.70,,441.0900000,15.1110000,14.3790000
Kepler-152,,5262.00,0.76,,441.0900000,15.1110000,14.3790000
Kepler-152,,5262.00,0.76,,441.0900000,15.1110000,14.3790000
Kepler-152,,5262.00,0.76,,441.0900000,15.1110000,14.3790000
Kepler-152,,5176.00,0.74,,441.0900000,15.1110000,14.3790000
Kepler-152,,5083.00,0.70,,441.0900000,15.1110000,14.3790000
Kepler-152,,5183.00,0.74,,441.0900000,15.1110000,14.3790000
Kepler-152,,5088.00,0.72,,441.0900000,15.1110000,14.3790000
Kepler-152,,,,,441.0900000,15.1110000,14.3790000
Kepler-152,,5065.00,0.76,,441.0900000,15.1110000,14.3790000
Kepler-152,,5083.00,0.75,,441.0900000,15.1110000,14.3790000
Kepler-1520,,4550.00,0.66,,607.9170000,17.1300000,16.0020000
Kepler-1520,,4550.00,0.66,,607.9170000,17.1300000,16.0020000
Kepler-1520,,4550.00,0.66,,607.9170000,17.1300000,16.0020000
Kepler-1520,,4412.00,0.66,,607.9170000,17.1300000,16.0020000
Kepler-1520,,4550.00,0.70,,607.9170000,17.1300000,16.0020000
Kepler-1520,,4677.00,0.71,,607.9170000,17.1300000,16.0020000
Kepler-1520,,4571.00,0.73,-0.673,607.9170000,17.1300000,16.0020000
Kepler-1520,,,,,607.9170000,17.1300000,16.0020000
Kepler-1520,,4682.73,0.65,-0.743,607.9170000,17.1300000,16.0020000
Kepler-1520,,4550.00,0.66,,607.9170000,17.1300000,16.0020000
Kepler-1521,,5013.00,0.70,,206.9830000,14.1150000,13.0490000
Kepler-1521,,5089.00,1.95,,206.9830000,14.1150000,13.0490000
Kepler-1521,,5089.00,1.95,,206.9830000,14.1150000,13.0490000
Kepler-1521,,5089.00,1.95,,206.9830000,14.1150000,13.0490000
Kepler-1521,,4853.34,0.73,-0.572,206.9830000,14.1150000,13.0490000
Kepler-1521,,4901.00,2.03,,206.9830000,14.1150000,13.0490000
Kepler-1521,,5042.00,0.76,,206.9830000,14.1150000,13.0490000
Kepler-1521,,4981.13,0.70,-0.569,206.9830000,14.1150000,13.0490000
Kepler-1521,,4975.00,0.73,,206.9830000,14.1150000,13.0490000
Kepler-1521,,,,,206.9830000,14.1150000,13.0490000
Kepler-1522,,5676.14,1.15,0.092,814.1250000,15.1720000,14.3570000
Kepler-1522,,5556.00,0.61,,814.1250000,15.1720000,14.3570000
Kepler-1522,,5456.50,1.18,0.047,814.1250000,15.1720000,14.3570000
Kepler-1522,,5706.00,0.93,,814.1250000,15.1720000,14.3570000
Kepler-1522,,5763.00,0.84,,814.1250000,15.1720000,14.3570000
Kepler-1522,,5770.00,0.85,,814.1250000,15.1720000,14.3570000
Kepler-1522,,5770.00,0.85,,814.1250000,15.1720000,14.3570000
Kepler-1522,,5764.00,1.12,,814.1250000,15.1720000,14.3570000
Kepler-1522,,5770.00,0.85,,814.1250000,15.1720000,14.3570000
Kepler-1522,,,,,814.1250000,15.1720000,14.3570000
Kepler-1523,,,,,865.5960000,15.8720000,14.9930000
Kepler-1523,,5497.00,0.89,,865.5960000,15.8720000,14.9930000
Kepler-1523,,5825.00,0.92,,865.5960000,15.8720000,14.9930000
Kepler-1523,,5568.00,0.94,,865.5960000,15.8720000,14.9930000
Kepler-1523,,5346.00,0.98,-0.149,865.5960000,15.8720000,14.9930000
Kepler-1523,,5708.00,0.96,,865.5960000,15.8720000,14.9930000
Kepler-1523,,5825.00,0.92,,865.5960000,15.8720000,14.9930000
Kepler-1523,,5825.00,0.92,,865.5960000,15.8720000,14.9930000
Kepler-1523,,5472.95,0.99,-0.099,865.5960000,15.8720000,14.9930000
Kepler-1523,,5579.00,0.85,,865.5960000,15.8720000,14.9930000
Kepler-1524,,5797.81,0.98,-0.006,381.7730000,13.3880000,12.8020000
Kepler-1524,,5650.00,1.12,,381.7730000,13.3880000,12.8020000
Kepler-1524,,5900.00,1.00,,381.7730000,13.3880000,12.8020000
Kepler-1524,,5818.00,0.99,,381.7730000,13.3880000,12.8020000
